data_ulist_id,link,name,country,battle_rating,silver,rank,vehicle_category,type,required_exp
germ_thyssen_henschel_tam_2c,https://wiki.warthunder.ru/unit/germ_thyssen_henschel_tam_2c,TAM 2C,germany,10.3,830000,VII,Наземная техника,vehicle,150000
germ_schutzenpanzer_puma,https://wiki.warthunder.ru/unit/germ_schutzenpanzer_puma,PUMA,germany,10.3,830000,VII,Наземная техника,vehicle,300000
germ_vk_3002m,https://wiki.warthunder.ru/unit/germ_vk_3002m,VK 3002 (M),germany,5.0,76000,III,Наземная техника,vehicle,26000
germ_pzkpfw_v_ausf_g_panther,https://wiki.warthunder.ru/unit/germ_pzkpfw_v_ausf_g_panther,Panther G,germany,6.0,185000,IV,Наземная техника,vehicle,27000
germ_sdkfz_222,https://wiki.warthunder.ru/unit/germ_sdkfz_222,Sd.Kfz.222,germany,2.0,2100,I,Наземная техника,vehicle,4000
germ_sdkfz_6_2_flak36,https://wiki.warthunder.ru/unit/germ_sdkfz_6_2_flak36,Sd.Kfz. 6/2,germany,2.3,6300,I,Наземная техника,vehicle,5900
germ_sdkfz_251_21,https://wiki.warthunder.ru/unit/germ_sdkfz_251_21,Sd.Kfz.251/21,germany,3.3,32000,II,Наземная техника,vehicle,14000
germ_wiesel_1_mk20,https://wiki.warthunder.ru/unit/germ_wiesel_1_mk20,Wiesel 1A4,germany,7.3,240000,V,Наземная техника,vehicle,82000
germ_wiesel_2_adwc,https://wiki.warthunder.ru/unit/germ_wiesel_2_adwc,Ozelot,germany,9.7,710000,VII,Наземная техника,vehicle,260000
germ_sdkfz_221_s_pz_b_41,https://wiki.warthunder.ru/unit/germ_sdkfz_221_s_pz_b_41,Sd.Kfz.221 (s.Pz.B.41),germany,1.0,2100,I,Наземная техника,vehicle,2000
germ_sdkfz_251_9,https://wiki.warthunder.ru/unit/germ_sdkfz_251_9,Sd.Kfz.251/9,germany,1.3,6300,I,Наземная техника,vehicle,3000
germ_stug_iii_ausf_a,https://wiki.warthunder.ru/unit/germ_stug_iii_ausf_a,StuG III A,germany,2.3,6300,I,Наземная техника,vehicle,3000
germ_stuh_iii_ausf_g,https://wiki.warthunder.ru/unit/germ_stuh_iii_ausf_g,StuH 42 G,germany,3.0,16000,II,Наземная техника,vehicle,4600
germ_stug_iii_ausf_f,https://wiki.warthunder.ru/unit/germ_stug_iii_ausf_f,StuG III F,germany,3.3,22000,II,Наземная техника,vehicle,5600
germ_stug_iii_ausf_g,https://wiki.warthunder.ru/unit/germ_stug_iii_ausf_g,StuG III G,germany,4.0,32000,II,Наземная техника,vehicle,14000
germ_pz_iv_l70,https://wiki.warthunder.ru/unit/germ_pz_iv_l70,Panzer IV/70(V),germany,5.7,105000,III,Наземная техника,vehicle,33000
germ_spz_oerlikon_raketenautomat,https://wiki.warthunder.ru/unit/germ_spz_oerlikon_raketenautomat,Raketenautomat,germany,8.0,300000,V,Наземная техника,vehicle,105000
germ_raketenjagdpanzer_2,https://wiki.warthunder.ru/unit/germ_raketenjagdpanzer_2,RakJPz 2,germany,8.0,340000,V,Наземная техника,vehicle,120000
germ_raketenjagdpanzer_2_hot,https://wiki.warthunder.ru/unit/germ_raketenjagdpanzer_2_hot,RakJPz 2 (HOT),germany,8.3,380000,VI,Наземная техника,vehicle,135000
germ_wiesel_1_tow,https://wiki.warthunder.ru/unit/germ_wiesel_1_tow,Wiesel 1A2,germany,9.7,710000,VII,Наземная техника,vehicle,260000
germ_t_34_747,https://wiki.warthunder.ru/unit/germ_t_34_747,▀T 34 747 (r),germany,4.3,,III,Наземная техника,vehicle,
germ_sturmpanzer_iv_brummbar,https://wiki.warthunder.ru/unit/germ_sturmpanzer_iv_brummbar,Brummbär,germany,4.3,,III,Наземная техника,vehicle,
germ_pz_iv_l70_a,https://wiki.warthunder.ru/unit/germ_pz_iv_l70_a,Panzer IV/70(A),germany,4.3,,III,Наземная техника,vehicle,
germ_sturmmorser_sturmtiger,https://wiki.warthunder.ru/unit/germ_sturmmorser_sturmtiger,38 cm Sturmmörser,germany,5.7,,IV,Наземная техника,vehicle,
germ_thyssen_henschel_tam_2ip,https://wiki.warthunder.ru/unit/germ_thyssen_henschel_tam_2ip,TAM 2IP,germany,9.3,,VI,Наземная техника,vehicle,
germ_vilkas,https://wiki.warthunder.ru/unit/germ_vilkas,Vilkas,germany,10.7,,VII,Наземная техника,vehicle,
germ_sdkfz_251_10,https://wiki.warthunder.ru/unit/germ_sdkfz_251_10,Sd.Kfz.251/10,germany,1.0,,I,Наземная техника,vehicle,
germ_sdkfz_234_1,https://wiki.warthunder.ru/unit/germ_sdkfz_234_1,Sd.Kfz.234/1,germany,2.0,,I,Наземная техника,vehicle,
germ_sdkfz_234_3,https://wiki.warthunder.ru/unit/germ_sdkfz_234_3,Sd.Kfz.234/3,germany,2.0,,I,Наземная техника,vehicle,
germ_sdkfz_251_22,https://wiki.warthunder.ru/unit/germ_sdkfz_251_22,Sd.Kfz.251/22,germany,3.0,,II,Наземная техника,vehicle,
germ_sdkfz_234_2_td,https://wiki.warthunder.ru/unit/germ_sdkfz_234_2_td,Sd.Kfz.234/2 TD,germany,3.7,,II,Наземная техника,vehicle,
germ_sdkfz_234_4,https://wiki.warthunder.ru/unit/germ_sdkfz_234_4,Sd.Kfz.234/4,germany,4.7,,III,Наземная техника,vehicle,
germ_vsw_flak_41,https://wiki.warthunder.ru/unit/germ_vsw_flak_41,VFW,germany,5.7,,III,Наземная техника,vehicle,
germ_pzkpfw_v_ersatz_m10,https://wiki.warthunder.ru/unit/germ_pzkpfw_v_ersatz_m10,Ersatz M10,germany,6.0,,IV,Наземная техника,vehicle,
germ_spz_12_3,https://wiki.warthunder.ru/unit/germ_spz_12_3,SPz 12-3 LGS,germany,6.7,,IV,Наземная техника,vehicle,
germ_ru251,https://wiki.warthunder.ru/unit/germ_ru251,Ru 251,germany,7.3,,IV,Наземная техника,vehicle,
germ_vt_1_2,https://wiki.warthunder.ru/unit/germ_vt_1_2,VT1-2,germany,8.7,,VI,Наземная техника,vehicle,
germ_th_800_bismark,https://wiki.warthunder.ru/unit/germ_th_800_bismark,Class 3 (P),germany,9.0,,VI,Наземная техника,vehicle,
il_aml_90,https://wiki.warthunder.ru/unit/il_aml_90,AML-90,israel,7.7,200000,IV,Наземная техника,vehicle,63000
germ_schutzenpanzer_puma_vjtf,https://wiki.warthunder.ru/unit/germ_schutzenpanzer_puma_vjtf,PUMA VJTF,germany,11.0,950000,VII,Наземная техника,vehicle,175000
germ_sppz2_luchs_a2,https://wiki.warthunder.ru/unit/germ_sppz2_luchs_a2,Luchs A2,germany,7.3,270000,V,Наземная техника,vehicle,95000
it_2s1,https://wiki.warthunder.ru/unit/it_2s1,◔2S1,italy,6.0,185000,IV,Наземная техника,vehicle,54000
il_m_51,https://wiki.warthunder.ru/unit/il_m_51,M-51,israel,6.0,155000,IV,Наземная техника,vehicle,
il_m48a1_patton_iii,https://wiki.warthunder.ru/unit/il_m48a1_patton_iii,Magach 1,israel,7.7,200000,IV,Наземная техника,vehicle,63000
il_magach_2,https://wiki.warthunder.ru/unit/il_magach_2,Magach 2,israel,7.7,210000,IV,Наземная техника,vehicle,35000
il_magach_3_idf,https://wiki.warthunder.ru/unit/il_magach_3_idf,Magach 3,israel,8.0,240000,V,Наземная техника,vehicle,82000
il_magach_6,https://wiki.warthunder.ru/unit/il_magach_6,Magach 6,israel,8.0,270000,V,Наземная техника,vehicle,48000
il_magach_6a,https://wiki.warthunder.ru/unit/il_magach_6a,Magach 6A,israel,8.0,270000,V,Наземная техника,vehicle,95000
il_magach_5,https://wiki.warthunder.ru/unit/il_magach_5,Magach 5,israel,8.0,300000,V,Наземная техника,vehicle,53000
il_magach_6r,https://wiki.warthunder.ru/unit/il_magach_6r,Magach 6R,israel,8.7,380000,VI,Наземная техника,vehicle,135000
il_magach_6b,https://wiki.warthunder.ru/unit/il_magach_6b,Magach 6B,israel,8.7,450000,VI,Наземная техника,vehicle,81000
il_magach_6_rocket,https://wiki.warthunder.ru/unit/il_magach_6_rocket,Magach Hydra,israel,8.7,520000,VI,Наземная техника,vehicle,94000
il_magach_6m,https://wiki.warthunder.ru/unit/il_magach_6m,Magach 6M,israel,9.0,450000,VI,Наземная техника,vehicle,160000
il_magach_6c,https://wiki.warthunder.ru/unit/il_magach_6c,Magach 6C,israel,9.3,520000,VI,Наземная техника,vehicle,94000
il_magach_6b_gal_batash,https://wiki.warthunder.ru/unit/il_magach_6b_gal_batash,Gal Batash,israel,9.3,520000,VI,Наземная техника,vehicle,190000
il_magach_7c,https://wiki.warthunder.ru/unit/il_magach_7c,Magach 7C,israel,9.3,620000,VI,Наземная техника,vehicle,110000
il_amx_13_75,https://wiki.warthunder.ru/unit/il_amx_13_75,AMX-13,israel,7.0,185000,IV,Наземная техника,vehicle,54000
il_centurion_mk_5_shot,https://wiki.warthunder.ru/unit/il_centurion_mk_5_shot,Sho't,israel,7.7,210000,IV,Наземная техника,vehicle,71000
il_tiran_4,https://wiki.warthunder.ru/unit/il_tiran_4,Tiran 4,israel,8.0,240000,V,Наземная техника,vehicle,82000
il_tiran_4_sh,https://wiki.warthunder.ru/unit/il_tiran_4_sh,Tiran 4S,israel,8.0,270000,V,Наземная техника,vehicle,48000
il_centurion_shot_kal_alef,https://wiki.warthunder.ru/unit/il_centurion_shot_kal_alef,Sho't Kal Alef,israel,8.0,300000,V,Наземная техника,vehicle,105000
il_centurion_shot_kal_gimel,https://wiki.warthunder.ru/unit/il_centurion_shot_kal_gimel,Sho't Kal Gimel,israel,8.7,380000,VI,Наземная техника,vehicle,135000
il_merkava_mk_1b,https://wiki.warthunder.ru/unit/il_merkava_mk_1b,Merkava Mk.1B,israel,9.7,520000,VI,Наземная техника,vehicle,190000
il_merkava_mk_2b_early,https://wiki.warthunder.ru/unit/il_merkava_mk_2b_early,Merkava Mk.2B,israel,9.7,620000,VI,Наземная техника,vehicle,110000
il_merkava_mk_3b,https://wiki.warthunder.ru/unit/il_merkava_mk_3b,Merkava Mk.3B,israel,11.3,830000,VII,Наземная техника,vehicle,300000
il_merkava_mk_3c,https://wiki.warthunder.ru/unit/il_merkava_mk_3c,Merkava Mk.3C,israel,11.3,950000,VII,Наземная техника,vehicle,175000
il_merkava_mk_4b,https://wiki.warthunder.ru/unit/il_merkava_mk_4b,Merkava Mk.4B,israel,12.0,1080000,VIII,Наземная техника,vehicle,400000
il_merkava_mk_4_lic,https://wiki.warthunder.ru/unit/il_merkava_mk_4_lic,Merkava Mk.4 LIC,israel,12.0,1100000,VIII,Наземная техника,vehicle,200000
il_merkava_mk_4m,https://wiki.warthunder.ru/unit/il_merkava_mk_4m,Merkava Mk.4M,israel,12.0,1100000,VIII,Наземная техника,vehicle,410000
il_tcm_20,https://wiki.warthunder.ru/unit/il_tcm_20,TCM-20,israel,4.3,155000,IV,Наземная техника,vehicle,46000
il_zsu_57_2,https://wiki.warthunder.ru/unit/il_zsu_57_2,ZSU-57-2,israel,7.0,200000,IV,Наземная техника,vehicle,63000
il_m163_vulcan,https://wiki.warthunder.ru/unit/il_m163_vulcan,Hovet,israel,7.3,240000,V,Наземная техника,vehicle,82000
il_zsu_23_4,https://wiki.warthunder.ru/unit/il_zsu_23_4,ZSU-23-4V,israel,8.0,380000,VI,Наземная техника,vehicle,135000
il_machbet,https://wiki.warthunder.ru/unit/il_machbet,Machbet,israel,9.3,620000,VI,Наземная техника,vehicle,220000
il_mim_72_chaparral,https://wiki.warthunder.ru/unit/il_mim_72_chaparral,Imp.Chaparral,israel,9.7,830000,VII,Наземная техника,vehicle,300000
il_m109,https://wiki.warthunder.ru/unit/il_m109,M109,israel,6.0,155000,IV,Наземная техника,vehicle,46000
il_m109a1,https://wiki.warthunder.ru/unit/il_m109a1,Rochev,israel,6.3,185000,IV,Наземная техника,vehicle,54000
il_ss_11_halftrack,https://wiki.warthunder.ru/unit/il_ss_11_halftrack,Zachlam Tager,israel,6.7,200000,IV,Наземная техника,vehicle,31000
il_m113a1_tow,https://wiki.warthunder.ru/unit/il_m113a1_tow,Giraf,israel,8.3,450000,VI,Наземная техника,vehicle,160000
il_namer_rcws_30,https://wiki.warthunder.ru/unit/il_namer_rcws_30,Namer 30,israel,11.0,710000,VII,Наземная техника,vehicle,260000
il_m_51_w,https://wiki.warthunder.ru/unit/il_m_51_w,M-51 (W),israel,6.0,,IV,Наземная техника,vehicle,
il_sholef,https://wiki.warthunder.ru/unit/il_sholef,Sholef,israel,7.3,,IV,Наземная техника,vehicle,
il_magach_3,https://wiki.warthunder.ru/unit/il_magach_3,Magach 3 (ERA),israel,8.0,,V,Наземная техника,vehicle,
il_centurion_shot_kal_d,https://wiki.warthunder.ru/unit/il_centurion_shot_kal_d,Sho't Kal Dalet,israel,9.0,,VI,Наземная техника,vehicle,
il_magach_6b_gal,https://wiki.warthunder.ru/unit/il_magach_6b_gal,Magach 6B Gal,israel,9.3,,VI,Наземная техника,vehicle,
il_merkava_mk_2d,https://wiki.warthunder.ru/unit/il_merkava_mk_2d,Merkava Mk.2D,israel,10.0,,VI,Наземная техника,vehicle,
il_merkava_mk_3_raam_segol,https://wiki.warthunder.ru/unit/il_merkava_mk_3_raam_segol,Ra'am Sagol,israel,11.3,,VII,Наземная техника,vehicle,
it_39m_csaba,https://wiki.warthunder.ru/unit/it_39m_csaba,Csaba,italy,1.0,700,I,Наземная техника,vehicle,2900
il_tiran_6,https://wiki.warthunder.ru/unit/il_tiran_6,Tiran 6,israel,8.7,450000,VI,Наземная техника,vehicle,160000
il_sabra_mk1,https://wiki.warthunder.ru/unit/il_sabra_mk1,Sabra Mk.I,israel,10.0,710000,VII,Наземная техника,vehicle,260000
il_namer_tsrikhon,https://wiki.warthunder.ru/unit/il_namer_tsrikhon,Namer Tsrikhon,israel,11.3,1080000,VIII,Наземная техника,vehicle,400000
it_fiat_cm52,https://wiki.warthunder.ru/unit/it_fiat_cm52,CM52,italy,2.3,10000,II,Наземная техника,vehicle,7900
it_leopard_bofors,https://wiki.warthunder.ru/unit/it_leopard_bofors,Leopard 40/70,italy,6.0,155000,IV,Наземная техника,vehicle,46000
it_m15_42_contraereo,https://wiki.warthunder.ru/unit/it_m15_42_contraereo,M42 Contraereo,italy,3.7,47000,III,Наземная техника,vehicle,18000
it_ab_41,https://wiki.warthunder.ru/unit/it_ab_41,AB 41,italy,1.0,0,I,Наземная техника,vehicle,
it_m11_39,https://wiki.warthunder.ru/unit/it_m11_39,M11/39,italy,1.0,700,I,Наземная техника,vehicle,2900
it_as_42_47,https://wiki.warthunder.ru/unit/it_as_42_47,AS 42/47,italy,2.0,2100,I,Наземная техника,vehicle,4000
it_ab_43,https://wiki.warthunder.ru/unit/it_ab_43,AB 43,italy,2.7,10000,II,Наземная техника,vehicle,7900
it_m18_hellcat,https://wiki.warthunder.ru/unit/it_m18_hellcat,▄M18,italy,6.0,185000,IV,Наземная техника,vehicle,54000
it_fiat_6616_cockerill,https://wiki.warthunder.ru/unit/it_fiat_6616_cockerill,AUBL/74,italy,6.7,210000,IV,Наземная техника,vehicle,71000
it_fiat_6614_106sr,https://wiki.warthunder.ru/unit/it_fiat_6614_106sr,FIAT 6614,italy,6.7,210000,IV,Наземная техника,vehicle,35000
it_c13_t90,https://wiki.warthunder.ru/unit/it_c13_t90,C13 T90,italy,7.0,240000,V,Наземная техника,vehicle,82000
it_b1_centauro,https://wiki.warthunder.ru/unit/it_b1_centauro,Centauro I 105,italy,9.3,520000,VI,Наземная техника,vehicle,190000
it_b1_centauro_romor,https://wiki.warthunder.ru/unit/it_b1_centauro_romor,Centauro I 105 R,italy,9.7,620000,VI,Наземная техника,vehicle,110000
it_centauro_mgs_120,https://wiki.warthunder.ru/unit/it_centauro_mgs_120,Centauro I 120,italy,11.7,950000,VII,Наземная техника,vehicle,350000
it_l6,https://wiki.warthunder.ru/unit/it_l6,L6/40,italy,1.0,0,I,Наземная техника,vehicle,
it_m13_40_serie_1,https://wiki.warthunder.ru/unit/it_m13_40_serie_1,M13/40 (I),italy,1.7,700,I,Наземная техника,vehicle,2900
it_m13_40_serie_3,https://wiki.warthunder.ru/unit/it_m13_40_serie_3,M13/40 (III),italy,2.0,2100,I,Наземная техника,vehicle,2000
it_m14_41,https://wiki.warthunder.ru/unit/it_m14_41,M14/41,italy,2.0,6300,I,Наземная техника,vehicle,5900
it_m15_42,https://wiki.warthunder.ru/unit/it_m15_42,M15/42,italy,2.7,10000,II,Наземная техника,vehicle,7900
it_leopard_1a5,https://wiki.warthunder.ru/unit/it_leopard_1a5,▄Leopard 1A5,italy,9.3,620000,VI,Наземная техника,vehicle,220000
it_c1_ariete_preserie,https://wiki.warthunder.ru/unit/it_c1_ariete_preserie,Ariete (P),italy,10.7,710000,VII,Наземная техника,vehicle,260000
it_c1_ariete_pso,https://wiki.warthunder.ru/unit/it_c1_ariete_pso,Ariete PSO,italy,11.7,950000,VII,Наземная техника,vehicle,350000
it_c1_ariete,https://wiki.warthunder.ru/unit/it_c1_ariete,Ariete,italy,11.7,950000,VII,Наземная техника,vehicle,175000
it_ariete_amv_pt1,https://wiki.warthunder.ru/unit/it_ariete_amv_pt1,Ariete AMV,italy,12.0,1080000,VIII,Наземная техника,vehicle,400000
it_as_42_metropolitana,https://wiki.warthunder.ru/unit/it_as_42_metropolitana,AS 42,italy,1.3,700,I,Наземная техника,vehicle,2900
it_l3_cc,https://wiki.warthunder.ru/unit/it_l3_cc,L3/33 CC,italy,1.0,700,I,Наземная техника,vehicle,2900
it_lancia3ro_100,https://wiki.warthunder.ru/unit/it_lancia3ro_100,Lancia 3Ro (100/17),italy,1.7,6300,I,Наземная техника,vehicle,5900
it_m109g,https://wiki.warthunder.ru/unit/it_m109g,▄M109G,italy,6.0,200000,IV,Наземная техника,vehicle,63000
it_m113a1_tow,https://wiki.warthunder.ru/unit/it_m113a1_tow,M113A1 (TOW),italy,8.3,380000,VI,Наземная техника,vehicle,135000
it_dardo_vcc,https://wiki.warthunder.ru/unit/it_dardo_vcc,Dardo,italy,10.0,710000,VII,Наземная техника,vehicle,260000
it_freccia,https://wiki.warthunder.ru/unit/it_freccia,Freccia,italy,10.7,830000,VII,Наземная техника,vehicle,300000
it_40m_turan_1,https://wiki.warthunder.ru/unit/it_40m_turan_1,Turan I,italy,2.3,10000,II,Наземная техника,vehicle,7900
it_40_43m_zrinyi_2,https://wiki.warthunder.ru/unit/it_40_43m_zrinyi_2,Zrinyi II,italy,2.7,16000,II,Наземная техника,vehicle,9200
it_43m_turan_3,https://wiki.warthunder.ru/unit/it_43m_turan_3,Turan III,italy,4.0,47000,III,Наземная техника,vehicle,18000
it_btr_80a_hungary,https://wiki.warthunder.ru/unit/it_btr_80a_hungary,◔BTR-80A,italy,7.3,270000,V,Наземная техника,vehicle,95000
it_leopard_2a4,https://wiki.warthunder.ru/unit/it_leopard_2a4,◔Leopard 2A4,italy,10.7,710000,VII,Наземная техника,vehicle,260000
it_kf_41,https://wiki.warthunder.ru/unit/it_kf_41,KF41,italy,11.0,830000,VII,Наземная техника,vehicle,300000
it_leopard_2a7_hungary,https://wiki.warthunder.ru/unit/it_leopard_2a7_hungary,Leopard 2A7HU,italy,12.0,1120000,VIII,Наземная техника,vehicle,420000
it_l6_leone,https://wiki.warthunder.ru/unit/it_l6_leone,L6/40 (31 Rgt.),italy,1.0,,I,Наземная техника,vehicle,
it_m13_40_serie_2,https://wiki.warthunder.ru/unit/it_m13_40_serie_2,M13/40 (II),italy,2.0,,I,Наземная техника,vehicle,
it_m14_41_47_40,https://wiki.warthunder.ru/unit/it_m14_41_47_40,M14/41 (47/40),italy,2.3,,II,Наземная техника,vehicle,
it_aubl_74_60_70m,https://wiki.warthunder.ru/unit/it_aubl_74_60_70m,AUBL/74 HVG,italy,8.0,,V,Наземная техника,vehicle,
it_centauro_rgo_120,https://wiki.warthunder.ru/unit/it_centauro_rgo_120,Centauro RGO,italy,11.7,,VII,Наземная техника,vehicle,
it_41m_turan_2,https://wiki.warthunder.ru/unit/it_41m_turan_2,Turan II,italy,2.3,,II,Наземная техника,vehicle,
it_44m_zrinyi_1,https://wiki.warthunder.ru/unit/it_44m_zrinyi_1,Zrinyi I,italy,4.0,,III,Наземная техника,vehicle,
it_breda_52_autocannone,https://wiki.warthunder.ru/unit/it_breda_52_autocannone,Breda 90/53,italy,4.0,,III,Наземная техника,vehicle,
it_9a33bm3,https://wiki.warthunder.ru/unit/it_9a33bm3,▄Osa-AKM,italy,10.3,830000,VII,Наземная техника,vehicle,300000
it_9a35_m,https://wiki.warthunder.ru/unit/it_9a35_m,Стрела-10М,italy,10.3,950000,VII,Наземная техника,vehicle,175000
it_fiat_6614_firos,https://wiki.warthunder.ru/unit/it_fiat_6614_firos,FIROS 6,italy,7.7,,V,Наземная техника,vehicle,
it_c1_ariete_certezza,https://wiki.warthunder.ru/unit/it_c1_ariete_certezza,Ariete Сertezza,italy,11.7,,VII,Наземная техника,vehicle,
it_m3a3_stuart,https://wiki.warthunder.ru/unit/it_m3a3_stuart,▄M3A3,italy,2.7,16000,II,Наземная техника,vehicle,9200
it_m24_chaffee,https://wiki.warthunder.ru/unit/it_m24_chaffee,▄M24,italy,3.7,47000,III,Наземная техника,vehicle,18000
it_semovente_breda_501,https://wiki.warthunder.ru/unit/it_semovente_breda_501,Breda 501,italy,5.0,135000,III,Наземная техника,vehicle,40000
it_oto_r3_106sr,https://wiki.warthunder.ru/unit/it_oto_r3_106sr,R3 T106 FA,italy,8.0,340000,V,Наземная техника,vehicle,120000
it_vcc_80_hitfist_60,https://wiki.warthunder.ru/unit/it_vcc_80_hitfist_60,VCC-80/60,italy,9.3,450000,VI,Наземная техника,vehicle,160000
it_pzkpfw_iii_ausf_n,https://wiki.warthunder.ru/unit/it_pzkpfw_iii_ausf_n,▄Pz.III N,italy,3.0,16000,II,Наземная техника,vehicle,4600
it_p_40,https://wiki.warthunder.ru/unit/it_p_40,P40,italy,3.3,32000,II,Наземная техника,vehicle,14000
it_m4a4_sherman,https://wiki.warthunder.ru/unit/it_m4a4_sherman,▄Sherman V,italy,3.7,47000,III,Наземная техника,vehicle,18000
it_sherman_vii,https://wiki.warthunder.ru/unit/it_sherman_vii,Sherman Ic,italy,4.7,135000,III,Наземная техника,vehicle,40000
it_sherman_vc_firefly,https://wiki.warthunder.ru/unit/it_sherman_vc_firefly,▄Sherman Vc,italy,5.0,155000,IV,Наземная техника,vehicle,46000
it_m26a1_pershing,https://wiki.warthunder.ru/unit/it_m26a1_pershing,M26A1,italy,6.7,200000,IV,Наземная техника,vehicle,63000
it_m47_105,https://wiki.warthunder.ru/unit/it_m47_105,M47 (105/55),italy,7.7,300000,V,Наземная техника,vehicle,105000
it_of_40_mk_1,https://wiki.warthunder.ru/unit/it_of_40_mk_1,OF-40,italy,8.0,380000,V,Наземная техника,vehicle,135000
it_of_40_mk_2a,https://wiki.warthunder.ru/unit/it_of_40_mk_2a,OF-40 Mk.2A,italy,9.0,520000,VI,Наземная техника,vehicle,190000
it_oto_r3_t20_fa,https://wiki.warthunder.ru/unit/it_oto_r3_t20_fa,R3 T20 FA-HS,italy,6.0,185000,IV,Наземная техника,vehicle,54000
it_zsu_57_2,https://wiki.warthunder.ru/unit/it_zsu_57_2,◔ZSU-57-2,italy,7.0,240000,V,Наземная техника,vehicle,82000
it_zsu_23_4,https://wiki.warthunder.ru/unit/it_zsu_23_4,◔ZSU-23-4V,italy,8.0,380000,VI,Наземная техника,vehicle,135000
it_otobreda_sidam_25,https://wiki.warthunder.ru/unit/it_otobreda_sidam_25,SIDAM 25,italy,8.3,450000,VI,Наземная техника,vehicle,160000
it_otobreda_sidam_25_mistral,https://wiki.warthunder.ru/unit/it_otobreda_sidam_25_mistral,SIDAM 25 (Mistral),italy,9.7,710000,VII,Наземная техника,vehicle,260000
it_otomatic,https://wiki.warthunder.ru/unit/it_otomatic,OTOMATIC,italy,11.3,950000,VII,Наземная техника,vehicle,350000
it_semovente_l40,https://wiki.warthunder.ru/unit/it_semovente_l40,47/32 L40,italy,1.3,2100,I,Наземная техника,vehicle,4000
it_semovente_m41_75_18,https://wiki.warthunder.ru/unit/it_semovente_m41_75_18,75/18 M41,italy,2.0,10000,II,Наземная техника,vehicle,7900
it_semovente_m41_75_32,https://wiki.warthunder.ru/unit/it_semovente_m41_75_32,75/32 M41,italy,2.3,16000,II,Наземная техника,vehicle,4600
it_semovente_m42_75_34,https://wiki.warthunder.ru/unit/it_semovente_m42_75_34,75/34 M42,italy,2.3,22000,II,Наземная техника,vehicle,5600
it_semovente_m43_105,https://wiki.warthunder.ru/unit/it_semovente_m43_105,105/25 M43,italy,3.0,22000,II,Наземная техника,vehicle,11000
it_semovente_m43_75_34,https://wiki.warthunder.ru/unit/it_semovente_m43_75_34,75/34 M43,italy,3.3,32000,II,Наземная техника,vehicle,6900
it_semovente_m41m_90,https://wiki.warthunder.ru/unit/it_semovente_m41m_90,90/53 M41M,italy,3.7,47000,III,Наземная техника,vehicle,18000
it_stug_iii_ausf_g,https://wiki.warthunder.ru/unit/it_stug_iii_ausf_g,▄StuG III G,italy,4.0,76000,III,Наземная техника,vehicle,13000
it_semovente_m43_75_46,https://wiki.warthunder.ru/unit/it_semovente_m43_75_46,75/46 M43,italy,4.7,135000,III,Наземная техника,vehicle,40000
it_m36b1,https://wiki.warthunder.ru/unit/it_m36b1,M36B1,italy,5.7,185000,IV,Наземная техника,vehicle,54000
it_vbc_pt2,https://wiki.warthunder.ru/unit/it_vbc_pt2,VBC (PT2),italy,9.3,520000,VI,Наземная техника,vehicle,190000
it_vcc_80_hitfist_30,https://wiki.warthunder.ru/unit/it_vcc_80_hitfist_30,VCC-80/30,italy,10.0,830000,VII,Наземная техника,vehicle,150000
it_t_72m1,https://wiki.warthunder.ru/unit/it_t_72m1,◔T-72M1,italy,9.3,620000,VI,Наземная техника,vehicle,220000
it_sahariano,https://wiki.warthunder.ru/unit/it_sahariano,Celere Sahariano,italy,2.7,,II,Наземная техника,vehicle,
it_semovente_m43_105_leoncello,https://wiki.warthunder.ru/unit/it_semovente_m43_105_leoncello,"M43 ""G.C.Leoncello""",italy,3.0,,III,Наземная техника,vehicle,
it_sherman_75_37,https://wiki.warthunder.ru/unit/it_sherman_75_37,▄Sherman I Composito,italy,3.7,,III,Наземная техника,vehicle,
it_pzkpfw_iv_ausf_g,https://wiki.warthunder.ru/unit/it_pzkpfw_iv_ausf_g,▄Pz.IV G,italy,3.7,,III,Наземная техника,vehicle,
it_pzkpfw_vi_ausf_e_tiger,https://wiki.warthunder.ru/unit/it_pzkpfw_vi_ausf_e_tiger,Tigris,italy,6.0,,IV,Наземная техника,vehicle,
it_m26_ariete,https://wiki.warthunder.ru/unit/it_m26_ariete,"M26 ""D.C.Ariete""",italy,6.7,,IV,Наземная техника,vehicle,
it_m60a1_ariete,https://wiki.warthunder.ru/unit/it_m60a1_ariete,"M60A1 ""D.C.Ariete""",italy,8.0,,V,Наземная техника,vehicle,
it_of_40_mtca,https://wiki.warthunder.ru/unit/it_of_40_mtca,OF-40 (MTCA),italy,9.3,,VI,Наземная техника,vehicle,
it_vrcc_centauro,https://wiki.warthunder.ru/unit/it_vrcc_centauro,VRCC,italy,9.7,,VI,Наземная техника,vehicle,
it_toldi_ii_a,https://wiki.warthunder.ru/unit/it_toldi_ii_a,Toldi IIA,italy,1.3,,I,Наземная техника,vehicle,
it_p_26_40,https://wiki.warthunder.ru/unit/it_p_26_40,"P40 ""G.C. Leoncello""",italy,3.3,,II,Наземная техника,vehicle,
jp_hiro_sha,https://wiki.warthunder.ru/unit/jp_hiro_sha,Ro-Go Exp.,japan,1.7,2100,I,Наземная техника,vehicle,4000
